Title,Image URL,Description,Instructions,Training Tips,Groupe Musculaire,Calories de Base Estimées
Élévations frontales,http://82.66.65.151:7000/images/ExerciceImage/élévations_frontales.jpg,"Les élévations frontales avec haltères (dumbbell front raise) sont un exercice de musculation qui cible les muscles des épaules, et plus particulièrement la partie antérieure des muscles.","1. Tenez-vous debout, les pieds écartés à la largeur des épaules. Gardez le dos droit et les pieds à plat sur le sol. Vos bras tenant les haltères doivent pendre vers le bas. | 2. Mettez les haltères horizontalement devant les cuisses, les paumes des mains tournées vers l’arrière. Assurez-vous d’avoir une prise ferme. | 3. Maintenez les muscles abdominaux sous tension. | 4. Inspirez et soulevez les haltères vers le haut, les bras tendus vers l’avant et les paumes de mains orientées vers le sol. Gardez les coudes légèrement fléchis pour réduire le stress sur les articulations des coudes. Marquez un temps d’arrêt lorsque les bras sont à peu près à l’horizontale par rapport au sol et profitez-en pour contracter fortement les muscles des épaules. | 5. Ramenez les haltères à la position de départ au niveau des cuisses avec un mouvement lent et contrôlé tout en expirant. | 6. Répétez ce mouvement jusqu’à ce que vous ayez atteint le nombre de répétitions et de séries souhaité.","1. Si cet exercice est nouveau pour vous, entraînez-vous avec des poids légers pour bien effectuer le mouvement. | 2. Augmentez les charges à chaque série, petit à petit, jusqu’à ce que la technique se dégrade. En général, lorsque la charge est trop lourde pour être maîtrisée, le corps se met à faire des mouvements de va-et-vient pour permettre aux charges de monter à l’aide de l’élan, et non à l’aide de la contraction musculaire. | 3. Vos poignets doivent être dans une position neutre, sans être pliés vers le haut ou vers le bas. Si vous ne parvenez pas à maintenir une position neutre, les poids utilisés sont sûrement trop lourds.",épaules,15.0
Élévations latérales,http://82.66.65.151:7000/images/ExerciceImage/élévations_latérales.jpg,Les élévations latérales (dumbbell lateral raise) sont un exercice de musculation pour les épaules qui consiste à élever une paire d’haltères sur les côtés du corps.,"1. Choisissez une charge qui vous permet de conserver une bonne technique pendant toutes les séries et répétitions. | 2. Prenez les deux haltères et tenez-vous debout, les pieds écartés de la largeur du bassin et les genoux légèrement fléchis. Votre corps doit être droit, les hanches légèrement ouvertes vers l’avant et la position de la tête et du cou doit être neutre. | 3. Tenez les haltères sur les côtés, les paumes de vos mains face à vos jambes. | 4. Vos paumes doivent être tournées légèrement vers l’intérieur de votre jambe extérieure (une petite pronation). | 5. Vos bras doivent être tendus et vos coudes légèrement pliés. Toutes les répétitions doivent commencer dans cette position. | 6. Tout en maintenant votre sangle abdominale gainée, élevez les deux haltères jusqu’à ce que vos coudes soient à l’horizontale. | 7. Vous devez sentir une tension dans vos épaules. Vos paumes doivent être tournées vers le sol en haut du mouvement. | 8. Marquez un temps d’arrêt en haut du mouvement, puis redescendez les haltères vers vos jambes de la même façon que vous les avez soulevés. | 9. Une fois la position de départ retrouvée, recommencez jusqu’à effectuer le nombre de répétitions désiré.","1. Pour garder les muscles des épaules sous tension, effectuez 2/3 de la descente et remontez directement. | 2. Ne cherchez pas à prendre la charge la plus lourde avec ce type d’exercice. Privilégiez plutôt le plus grand nombre de répétitions tout en gardant une bonne technique. | 3. Ne cherchez pas non plus à réaliser cet exercice rapidement. Plus le mouvement sera lent et contrôlé, meilleurs seront les résultats. En effet, des répétitions explosives utilisent l’élan et non la contraction des fibres musculaires pour lever la charge. | 4. Pour vous aider à faire un mouvement efficace, inclinez légèrement les haltères vers le bas comme si vous versiez une cruche d’eau lorsque vous les soulevez. Il sera ainsi plus difficile de monter les mains plus haut que les coudes. | 5. Lorsque vous arrivez à la brûlure musculaire, n’hésitez pas à poursuivre l’effort en prenant une paire d’haltères plus légère.",épaules,15.0
Presse à épaules inclinée,http://82.66.65.151:7000/images/ExerciceImage/presse_à_épaules_inclinée.jpg,Cette machine guidée pour travailler les muscles deltoïdes est excellente que vous ayez envie de prendre de la force ou d’obtenir des épaules musclées.,"1. Chargez la machine avec la quantité de charge souhaitée. | 2. Réglez le banc en hauteur afin que vos coudes soient en dessous de la parallèle lorsque vous attrapez les poignées de chaque côté. | 3. Installez-vous sur la machine, le dos et la tête en appui contre le dossier. | 4. Inspirez pour rigidifier votre abdomen puis développez la charge vers le haut. | 5. Les bras doivent être tendus et les coudes légèrement fléchis. | 6. Redescendez la charge en position de départ tout en expirant lentement. Cela compte pour une répétition. | 7. Effectuez le nombre de répétitions souhaitées ou jusqu’à l’échec.","1. Ne laissez pas la tête s’avancer excessivement. | 2. Le fait de garder les coudes légèrement fléchis au sommet et de ne pas les verrouiller complètement permet de maintenir la tension sur les épaules. | 3. Si vous commencez par cet exercice, commencez par charger la machine avec des disques légers pour échauffer vos épaules ; puis augmentez la charge petit à petit. | 4. S’il s’agit du deuxième ou troisième exercice de votre séance, vous pouvez commencer à travailler directement avec votre charge effective. | 5. Si vous souhaitez prendre de la force, faites 4 séries entre 3 et 6 répétitions avec 2 minutes de repos entre chaque série. | 6. Pour favoriser l’hypertrophie de vos deltoïdes, effectuez 4 séries de 8 à 10 répétitions en contrôlant bien la descente. Faites vos répétitions sans temps d’arrêt en bas ou en haut du mouvement afin d’avoir une tension maximale durant votre série.",épaules,18.75
Élévations latérales avec kettlebell,http://82.66.65.151:7000/images/ExerciceImage/élévations_latérales_avec_kettlebell.jpg,Les élévations latérales avec kettlebells (kettlebell lateral raise) sont une variante des élévations latérales et c’est un exercice qui permet de renforcer les muscles de l’épaule.,"1. Sélectionnez la charge souhaitée dans le rack, puis faites quelques pas en arrière dans une zone dégagée. | 2. Inspirez profondément et levez les kettlebells à hauteur des épaules en utilisant une prise neutre (paumes vers l’intérieur) tout en gardant les coudes légèrement fléchis. | 3. Abaissez lentement les kettlebells jusqu’à la position de départ, en gardant la maîtrise du mouvement. | 4. Répétez ce mouvement jusqu’au nombre de répétitions souhaité.","1. Si vous voulez garder plus de tension dans les muscles deltoïdes, ne laissez pas les poids toucher sur vos côtés et contrôlez la partie excentrique (descente) du mouvement. | 2. Gardez les abdominaux contractés et ne vous penchez pas en arrière ou ne cambrez pas votre dos au sommet du mouvement. | 3. Laissez les épaules bouger librement, mais ne bloquez pas complètement les coudes. | 4. Se pencher vers l’avant peut aider à améliorer l’activation de l’arrière du deltoïde.",épaules,15.0
Tirage menton avec kettlebell,http://82.66.65.151:7000/images/ExerciceImage/tirage_menton_avec_kettlebell.jpg,Le tirage menton avec kettlebell (en anglais kettlebell upright rows) est un exercice composé qui cible les deltoïdes et les trapèzes. Il sollicite aussi dans une moindre mesure les biceps et les muscles grands dorsaux. C’est donc un excellent exercice pour travailler le haut du corps.,"1. Tenez-vous debout, les pieds écartés de la largeur des épaules, en gardant les genoux légèrement fléchis et en serrant les muscles abdominaux. | 2. Prenez une kettlebell en saisissant la poignée à deux mains. La kettlebell doit être positionnée au milieu de vos jambes. | 3. Amenez légèrement vos épaules vers l’arrière, puis tirez la kettlebell jusqu’au menton. Vos coudes devront être alignés ou légèrement plus hauts que vos épaules. | 4. Ramenez lentement la kettlebell en position de départ en gardant les épaules en arrière et en maîtrisant la charge. Maintenez une légère flexion des coudes en position basse. | 5. Répétez l’exercice jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Le fait de tirer vos épaules vers l’arrière vous aidera également à garder le dos droit tout au long de l’exercice, car il faut éviter la rotation interne des épaules et ne pas cambrer la colonne vertébrale. Garder la colonne vertébrale neutre sera plus facile si vous maintenez la sangle abdominale et les fessiers engagés. Bien qu’il s’agisse d’un exercice pour le haut du corps, vous devriez ressentir une certaine tension partout dans votre corps. | 2. En tirant vos coudes au-dessus du niveau des épaules, vous engagerez davantage les muscles trapèzes. | 3. Tirez toujours la Kettlebell près de votre corps. Si votre kettle est trop éloigné du corps pendant le tirage, la tension sera déplacée vers l’avant des épaules. | 4. Si vous tendez les bras en bas du mouvement, vous perdez alors la tension appliquée sur les muscles deltoïdes.",épaules,15.0
Développé épaule avec kettlebell,http://82.66.65.151:7000/images/ExerciceImage/développé_épaule_avec_kettlebell.jpg,Le développé debout avec kettlebell à un bras (single arm kettlebell push press) est un exercice permettant de renforcer les muscles des épaules.,"1. Mettez-vous en position debout et saisissez une kettlebell avec une prise neutre. | 2. Effectuez une flexion du biceps (curl) afin de placer le kettlebell au niveau de votre épaule, main en pronation. | 3. Développez la kettlebell au-dessus de votre tête jusqu’à ce que l’épaule atteigne une flexion complète et que le coude soit tendu. | 4. Redescendez lentement la kettlebell en position de départ et répétez le mouvement jusqu’au nombre de répétitions prévues, puis changez de bras.","1. Il est possible de faire une petite flexion de jambe pour vous aider à développer des charges plus lourdes. | 2. Si la kettlebell vous gêne en position basse, tenez-la en prise neutre et réalisez une rotation en développant la charge jusqu’à la position haute main en pronation (paume vers l’avant). | 3. Ne laissez pas la tête s’avancer excessivement. | 4. Le fait de garder les coudes légèrement pliés en haut et de ne pas les verrouiller complètement permet de maintenir une certaine tension sur les épaules.",épaules,18.75
Tirage menton barre guidée,http://82.66.65.151:7000/images/ExerciceImage/tirage_menton_barre_guidée.jpg,Le tirage menton barre guidée est une variante du tirage menton barre libre et c’est un exercice utilisé pour cibler les muscles des épaules.,"1. Sélectionnez la charge souhaitée et placez-la sur la barre. | 2. Détachez la barre en faisant pivoter les loquets de sécurité hors des crochets de verrouillage. | 3. Inspirez, contractez vos abdominaux, puis commencez le mouvement en tirant les coudes vers le haut pour amener la barre au-dessus des pectoraux. | 4. Lorsque la barre a atteint sa hauteur maximale, inversez lentement le mouvement en contrôlant la barre pour la ramener à la position de départ. | 5. Répétez ce mouvement jusqu’au nombre de répétitions souhaité.","1. Ne vous penchez pas en arrière lorsque vous tirez la charge vers le haut, gardez le contrôle du mouvement et ne vous servez pas de l’élan. | 2. Cet exercice peut être déconseillé à certaines personnes, car elles risquent davantage de se blesser pendant le mouvement en raison de facteurs anatomiques, de la mobilité des épaules et du positionnement des mains. | 3. Si le tirage vertical vous gêne au niveau des poignets, utilisez plutôt des haltères, une poulie ou de mettre des protège-poignets, qui exercent moins de pression sur les poignets. | 4. En levant les coudes vers le haut, veillez à ce que la tête ne soit pas penchée vers l’avant.",épaules,15.0
Élévations latérales avec landmine,http://82.66.65.151:7000/images/ExerciceImage/élévations_latérales_avec_landmine.jpg,Le mouvement en arc de cercle des élévations latérales avec landmine (landmine lateral raise) cible vos muscles deltoïdes.,"1. Mettez-vous debout, le dos bien droit et les pieds positionnés d’une distance un peu plus grande que vos hanches. | 2. Tenez la barre devant votre corps avec une main en pronation. | 3. En gardant le bras tendu, levez le bras en diagonale et amenez-le vers le haut du corps. | 4. Redescendez lentement la barre en position de départ en contrôlant la trajectoire, vitesse et votre posture. | 5. Répétez le mouvement jusqu’au nombre de répétitions souhaité et changez de main pour travailler l’autre épaule.","1. Cet exercice est plus difficile qu’il n’y paraît. Commencez avec une barre à vide, et ne faites pas le mouvement trop rapidement. | 2. Inspirez en bas du mouvement et expirez en levant la barre jusqu’en haut. | 3. Veillez à ne pas vous pencher en arrière lorsque vous soulevez la barre. | 4. Ne laissez pas la tête se pencher trop en avant.",épaules,15.0
Oiseau assis sur un banc,http://82.66.65.151:7000/images/ExerciceImage/oiseau_assis_sur_un_banc.jpg,L’oiseau avec haltères en position assise sur un banc (en anglais seated bent over dumbbell reverse fly) est une variante de l’oiseau debout buste penché avec haltères. C’est un exercice utilisé pour muscler les deltoïdes postérieurs. Cette variante est préférable si vous ressentez une tension en bas du dos avec la version debout.,"1. Prenez un banc plat et sélectionnez les haltères souhaités dans le rack. | 2. Asseyez-vous bien droit, puis basculez vers l’avant à partir des hanches. | 3. Laissez les bras pendre directement des épaules avec une prise neutre et les haltères au niveau des mollets. | 4. Prenez une grande inspiration et amenez les haltères vers le haut en mobilisant les deltoïdes arrière. | 5. Tentez de marquer un temps d’arrêt pour profiter de la tension maximale sur les deltoïdes, puis redescendez lentement les haltères vers la position de départ en gardant le contrôle du mouvement. | 6. Répétez cette séquence jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Limitez les mouvements au niveau de l’omoplate pour vous concentrer sur les deltoïdes arrière et non sur les rétracteurs scapulaires. | 2. Lorsque vous effectuez un exercice avec haltères, il peut être tentant de prendre une paire d’haltères lourds. Cependant, les deltoïdes arrière ne sont pas les muscles les plus forts du corps. Si vous prenez une charge trop lourde, vous finirez par faire des répétitions partielles. L’utilisation de charges trop lourdes réduit les avantages de cet exercice et peut même entraîner des blessures. Il est donc conseillé d’utiliser des haltères plus légers et d’effectuer des répétitions complètes afin de maximiser la contraction du deltoïde à chaque répétition. | 3. Gardez les abdominaux contractés et ne cambrez pas le dos au sommet du mouvement.",épaules,15.0
Développé épaule unilatéral avec élastique,http://82.66.65.151:7000/images/ExerciceImage/développé_épaule_unilatéral_avec_élastique.jpg,"Si vous ne deviez choisir qu’un seul exercice pour muscler les épaules, ce serait probablement un mouvement de développé. Mais il n’est pas nécessaire d’avoir des charges libres pour faire des développés. Le développé épaule avec élastique est une excellente variante qui permet de renforcer vos deltoïdes tout en ménageant les articulations.","1. Tenez-vous debout avec le pied du même côté que celui avec lequel vous voulez travailler sur l’élastique. | 2. Placez votre main à l’intérieur de la partie supérieure de l’élastique, en l’utilisant comme une poignée. | 3. Avec votre main à hauteur d’épaule en position de départ, la paume tournée vers l’avant, poussez l’élastique vers le haut jusqu’à ce que votre bras soit tendu au-dessus de votre tête. | 4. Redescendez ensuite l’élastique de façon contrôlée jusqu’en position de départ. | 5. Répétez ce mouvement jusqu’à effectuer le nombre de répétitions fixé, puis changez de côté.","1. Concentrez-vous sur la sensation de contraction du muscle deltoïde et maintenez la tension momentanément au sommet pour obtenir un pic de contraction. Pour cela, ne verrouillez pas l’articulation du coude ce qui réduirait la tension. | 2. La position de vos mains peut être tournée vers l’avant (pronation) ou vous pouvez utiliser une prise neutre avec les paumes tournées vers la tête. Vous pouvez même changer la position des mains pendant une répétition (de supination à pronation), ce qui en fait un développé Arnold. | 3. Pour augmenter la résistance, vous pouvez utiliser un élastique plus épais ou deux petits élastiques. | 4. Les séries dégressives sont une technique d’intensification visant à prolonger une série et à effectuer plus de répétitions avec une charge plus légère. Dans le cas d’un entraînement avec des charges libres, cela se fait en passant une paire d’haltères plus légère que la précédente ou en retirant des disques de la barre. Vous pouvez reproduire une série dégressive pendant le développé épaule avec élastique en faisant une série complète debout, puis en passant au développé épaule à demi-agenouillé. Cela revient à réduire la charge, car l’élastique est moins tendu dans la variante à genoux.",épaules,18.75
Développé épaules à la Smith machine,http://82.66.65.151:7000/images/ExerciceImage/développé_épaules_à_la_smith_machine.jpg,"Le développé épaules est un exercice composé du haut du corps très intéressant. Il peut être effectué à l’aide de poids libres comme les haltères, les kettlebells, les bandes de résistance, à la barre ou avec l’aide d’appareils de musculation comme la Smith Machine. Le mouvement implique l’utilisation de vos muscles stabilisateurs des avant-bras, des bras et des épaules afin que vos articulations restent en place pour maintenir la posture pendant que vous soulevez les charges.","1. Préparez-vous à effectuer le développé épaules sur la Smith Machine en plaçant un banc à l’intérieur, puis en réglant le dossier à un angle de 90 degrés. | 2. Asseyez-vous sur le banc et ajustez la position de manière à ce que la barre descende confortablement juste devant votre visage. | 3. Rajoutez ensuite les poids que vous voulez utiliser et asseyez-vous sur le banc. | 4. Décrochez la barre avec les poids et pliez légèrement les coudes. C’est la position de départ pour le mouvement. | 5. Abaissez lentement la barre jusqu’à ce qu’elle soit juste en dessous de la hauteur du menton, faites une pause, puis remontez la barre à la position de départ sans bloquer les coudes en haut du mouvement. | 6. Répétez le mouvement jusqu’à ce que vous ayez effectué les répétitions souhaitées.","1. N’hésitez pas à tester la trajectoire de la barre à vide pour vous assurer qu’elle n’est ni trop proche ni trop éloignée. | 2. Ne verrouillez pas vos coudes en haut du mouvement. | 3. Commencez toujours par vous échauffer (échauffements articulaire et spécifique) pour réduire le risque de blessure à l’épaule. | 4. L’une des erreurs les plus courantes est de ne pas utiliser toute l’amplitude du mouvement. Ce problème survient généralement lorsqu’on essaie d’aller trop vite ou de soulever trop de poids. | 5. Une autre option consiste à effectuer le développé épaule en position debout plutôt qu’en position assise. Vous enlevez le banc et vous vous tenez sous la barre de la Smith Machine. De cette façon, vous demanderez un travail supplémentaire à votre sangle abdominale pour stabiliser votre buste.",épaules,18.75
Tirage menton avec élastique,http://82.66.65.151:7000/images/ExerciceImage/tirage_menton_avec_élastique.jpg,"Le tirage vertical, aussi appelé tirage menton ou rowing menton (en anglais upright rows), est un exercice très populaire pour travailler les deltoïdes ainsi que les muscles trapèzes. Cet exercice souffre d’une image négative à cause du stress articulaire qu’il engendre, mais les bandes de résistance peuvent vous apporter une solution plus adaptée aux articulations qu’avec une barre ou des haltères.","1. Mettez-vous en position debout avec le dos en position neutre (ne mettez pas votre tête en avant et ne vous penchez pas en arrière pendant cet exercice), placez vos épaules en arrière et sortez votre poitrine. | 2. Placez la bande de résistance sous vos pieds, et saisissez les extrémités avec vos deux mains. | 3. Tirez l’élastique vers le haut en pensant à lever vos coudes plutôt que l’élastique. Cela permet de faire appel aux deltoïdes plutôt qu’au biceps. | 4. Redescendez lentement en contrôlant le mouvement jusqu’à la position de départ. | 5. Répétez l’exercice jusqu’au nombre de répétitions souhaité.","1. Si vous placez vos coudes plus haut que le niveau des épaules, la tension sera déplacée vers les trapèzes et le haut du dos. | 2. Gardez une légère flexion des coudes en position basse pour maintenir une tension constante sur vos épaules et vos trapèzes. | 3. Ne laissez pas votre dos se cambrer lorsque vous tirez l’élastique vers le haut. | 4. Lorsque vous faites monter les coudes, veillez à ne pas avancer la tête.",épaules,15.0
Oiseau avec élastique,http://82.66.65.151:7000/images/ExerciceImage/oiseau_avec_élastique.jpg,"L’oiseau avec élastique, aussi appelé élévation latérale buste penché (en anglais bent over reverse fly) est une variante de l’oiseau avec haltère qui permet de renforcer les muscles des épaules.","1. Debout, les pieds écartés de la largeur des épaules, les bras le long du corps, tenez une bande en pronation (les pouces pointant l’un vers l’autre). | 2. Basculez le corps en avant et placez les bras de façon à ce qu’ils soient perpendiculaires à votre torse. | 3. Inspirez et écartez l’élastique en contractant vos deltoïdes postérieurs. | 4. Revenez lentement à la position de départ. | 5. Répétez ce mouvement jusqu’à ce que vous ayez effectué le nombre de répétitions souhaité.","1. Il faut idéalement se concentrer sur les deltoïdes postérieurs, et non sur les rétracteurs scapulaires, et donc limiter les mouvements au niveau de l’omoplate. Faites bouger l’épaule dans l’articulation, et non l’omoplate sur la cage thoracique. | 2. Gardez les abdominaux contractés et ne cambrez pas le dos lors de l’exécution du mouvement. Maintenez toujours une légère flexion des genoux. | 3. Choisissez une bande élastique qui vous permet de faire le mouvement sur une amplitude complète. Si l’élastique est trop épais, résistant et vous empêche de faire un mouvement complet, l’exercice aura un intérêt réduit. | 4. L’élastique doit être tendu dès le début du mouvement. Vous pourrez prendre un élastique fin et faire quelques tours de main pour trouver la bonne résistance. | 5. Le rythme d’entraînement doit être très lent et contrôlé, en évitant les mouvements rapides et saccadés.",épaules,15.0
Développé épaules avec élastique,http://82.66.65.151:7000/images/ExerciceImage/développé_épaules_avec_élastique.jpg,Le développé épaules est le meilleur des exercices pour développer la force et la masse musculaire des deltoïdes. Le développé épaules avec élastique est une excellente variante qui vous permettra de développer des épaules larges tout en ménageant vos articulations.,"1. Tenez-vous debout sur l’élastique avec les deux pieds. L’élastique doit être placé de façon sûre sous vos pieds. | 2. Placez vos mains à l’intérieur de la boucle supérieure de la bande, en l’utilisant comme une poignée. | 3. Avec les mains à hauteur des épaules en position de départ, les paumes tournées vers l’avant, poussez la bande vers le haut jusqu’à ce que vos bras soient tendus au-dessus de votre tête. | 4. Concentrez-vous sur la sensation de contraction du muscle deltoïde et maintenez momentanément la tension au sommet du mouvement pour maximiser la contraction. | 5. Redescendez doucement jusqu’à revenir en position de départ. | 6. Répétez ce mouvement jusqu’à ce que vous ayez effectué le nombre de répétitions fixé.","1. La position de vos mains peut être tournée vers l’avant (pronation) ou vous pouvez utiliser une prise neutre où vos paumes sont tournées vers votre tête. | 2. Pour augmenter la résistance, vous pouvez utiliser une bande plus épaisse ou deux bandes.",épaules,18.75
